鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中正區,建物,台北市中正區羅斯福路二段8巷8號8樓,0.0,住,,,1011031,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000408,99.86,2,2,2,有,有,有,52000,521,,0.0,0,,RPVNMLKLJIHFFAA07CC
中正區,建物,台北市中正區重慶南路二段19巷6號3F,602.0,,,,1011114,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830510,149.76,3,2,2,有,無,無,40000,267,,0.0,0,,RPTOMLKLJIHFFAA96CC
中正區,建物,台北市中正區博愛路38號6樓,0.0,商,,,1011022,土地0建物1車位0,六層,13,辦公商業大樓,見使用執照,鋼骨混凝土造,0910828,749.58,0,0,0,無,有,有,390000,520,,0.0,0,,RPROMLKLJIHFFBA96DC
中正區,建物,台北市中正區仁愛路二段７１號１１樓之６,0.0,住,,,1011022,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,253.29000000000002,4,1,1,有,有,無,70000,276,,0.0,0,,RPOPMLKLJIHFFBA66CC
中正區,建物,台北市中正區公園路13號10樓,0.0,商,,,1011101,土地0建物1車位0,十層,10,辦公商業大樓,商業用,鋼筋混凝土造,0630210,382.64,0,0,0,無,有,無,222000,580,,0.0,0,,RPRPMLKLJIHFFBA96CC
中正區,建物,台北市中正區信義路二段151號10樓之1,0.0,商,,,1011031,土地0建物1車位2,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990818,219.34999999999997,3,2,2,有,有,有,100000,456,坡道機械,23.42,0,,RPSPMLKLJIHFFBA07CC
中正區,建物,台北市中正區信義路二段151號10樓之1,0.0,商,,,1011031,土地0建物1車位2,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990818,219.34999999999997,3,2,2,有,有,有,90000,410,坡道機械,23.42,0,,RPTPMLKLJIHFFBA17CC
中正區,建物,台北市中正區忠孝東路一段138號8樓,0.0,商,,,1011119,土地0建物1車位0,八層,11,辦公商業大樓,商業用,鋼筋混凝土造,0630916,204.02,0,0,1,有,有,無,60000,294,,0.0,0,,RPWPMLKLJIHFFBA47CC
南港區,建物,台北市南港區重陽路55號,41.15,住,,,1011108,土地0建物1車位0,一層,11,店面(店鋪),見其他登記事項,鋼筋混凝土造,0941226,161.46,0,0,1,無,有,無,75000,465,,0.0,0,,RPRPMLKLJIHFFDA17CC
南港區,建物,台北市南港區忠孝東路六段1號6樓,0.0,商,,,1011109,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.41,3,2,2,有,無,無,25000,171,,0.0,0,,RPPQMLKLJIHFFDA07CC
松山區,建物,台北市松山區光復南路32巷34號4樓,0.0,住,,,1011117,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960801,121.65,3,1,2,有,有,有,50000,411,,0.0,0,,RPRQMLKLJIHFFDA27CC
信義區,建物,台北市信義區松德路104號12樓之3,0.0,住,,,1011113,土地0建物1車位0,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831006,139.92,3,2,2,有,有,無,30000,214,,0.0,0,,RPORMLKLJIHFFDA07CC
信義區,建物,台北市信義區基隆路一段141號13樓之2,0.0,其他,,,1011024,土地0建物0車位0,十三層,13,其他,住家用,見其他登記事項,0950126,34.71,1,0,1,有,有,有,15000,432,,0.0,0,,RPQSMLKLJIHFFDA37CC
中山區,建物,台北市中山區民權西路20號6樓之8,13.96,商,,,1011205,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660622,169.18,0,0,0,無,有,無,52000,307,,0.0,0,,RPUNMLKLJIHFFCA17CC
內湖區,建物,台北市內湖區舊宗路二段171巷17號1樓,0.0,商,,,1011113,土地0建物1車位0,一層,5,廠辦,工業用,鋼筋混凝土造,0910624,629.32,0,0,0,有,有,無,246300,391,,0.0,0,,RPPOMLKLJIHFFCA76CC
中山區,建物,台北市中山區合江街17巷6之1號,70.0,,,,1011118,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,51.12,0,1,1,有,無,無,26250,513,,0.0,0,,RPSOMLKLJIHFFCA07CC
內湖區,房地(土地+建物),台北市內湖區東湖路151號1樓,35.43,住,,,1011220,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0760922,101.66,0,0,0,無,無,無,84000,826,,0.0,0,,RPWOMLKLJIHFFCA47CC
中山區,建物,台北市中山區南京東路三段210號,0.0,,,,1011101,土地0建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0610408,314.83,0,0,0,無,無,無,100000,318,,0.0,0,,RPXOMLKLJIHFFCA57CC
內湖區,建物,台北市中山區民權東路六段180巷25號1-5樓、23號1-5樓、29號1-3樓、31號1-3樓,0.0,,,,1011116,土地0建物4車位0,一層,5,其他,住家用,鋼筋混凝土造,1010820,1383.85,0,0,0,無,無,無,533000,385,,0.0,0,,RPRPMLKLJIHFFCA07CC
內湖區,建物,台北市內湖區民權東路六段１５１之１號,0.0,住,,,1011027,土地0建物1車位0,一層,5,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0960808,113.25999999999999,0,0,0,無,有,無,55000,486,,0.0,0,,RPWPMLKLJIHFFCA57CC
中山區,建物,台北市中山區中山北路一段53巷26號7樓之1,0.0,商,,,1011116,土地0建物1車位0,七層,10,辦公商業大樓,商業用,鋼筋混凝土造,0971030,44.32,1,0,1,有,有,有,25000,564,,0.0,0,,RPPQMLKLJIHFFCA96CC
中山區,建物,台北市中山區長春路247號8樓之1,0.0,住,,,1011110,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,54.46,1,1,1,有,有,有,25000,459,,0.0,0,,RPVQMLKLJIHFFCA57CC
中山區,建物,台北市中山區中山北路三段25號十樓之4,0.0,商,,,1011114,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,40.56,1,0,1,有,有,有,12000,296,,0.0,0,,RPURMLKLJIHFFCA57CC
內湖區,房地(土地+建物)+車位,台北市內湖區內湖路一段387巷10號10樓,36.45,住,,,1011030,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001213,255.0,4,2,2,有,有,無,78000,306,坡道平面,38.1,0,,RPVRMLKLJIHFFCA67CC
中山區,建物,台北市中山區中山北路二段137巷1號三樓之24,0.0,商,,,1011119,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670427,21.25,1,0,1,有,有,有,8500,400,,0.0,0,,RPWRMLKLJIHFFCA77CC
中山區,建物,台北市中山區農安街6號7樓之15,0.0,商,,,1011109,土地0建物1車位0,七層,14,辦公商業大樓,商業用,鋼筋混凝土造,0980622,50.42,1,1,1,有,有,有,20000,397,,0.0,0,,RPXRMLKLJIHFFCA87CC
中山區,建物,台北市中山區農安街6號7樓之13,0.0,商,,,1011109,土地0建物1車位0,七層,14,辦公商業大樓,商業用,鋼筋混凝土造,0980622,50.22,1,1,1,有,有,有,20000,398,,0.0,0,,RPOSMLKLJIHFFCA07CC
中山區,建物,台北市中山區南京東路二段１８０號,0.0,商,,,1011027,土地0建物1車位0,一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990528,190.84,0,2,1,有,有,無,90000,472,,0.0,0,,RPQOMLLLJIHFFCA96CC
中山區,房地(土地+建物),台北市中山區新生北路二段149巷4號2樓,39.2,住,,,1011120,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730620,72.9,2,2,1,有,無,無,17000,233,,0.0,0,,RPWOMLLLJIHFFCA57CC
中山區,建物,台北市中山區新生北路三段56巷1號十二樓之2,0.0,,,,1011116,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700410,43.0,0,0,0,無,有,有,9000,209,,0.0,0,,RPXOMLLLJIHFFCA67CC
中山區,建物,台北市中山區建國北路二段6巷17號四樓,0.0,住,,,1011115,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0570501,30.0,1,0,1,有,無,有,11000,367,,0.0,0,,RPUPMLLLJIHFFCA47CC
中山區,建物,台北市中山區民權東路3段21號7樓 之4,0.0,商,,,1011026,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0671214,88.33,0,0,0,無,有,無,30000,340,,0.0,0,,RPPQMLLLJIHFFCA07CC
中山區,建物,台北市中山區林森北路107巷74號,0.0,商,,,1011107,土地0建物1車位0,一層,4,店面(店鋪),住家用,加強磚造,,98.28,2,1,2,有,無,無,42000,427,,0.0,0,,RPQQMLLLJIHFFCA17CC
內湖區,建物,台北市內湖區堤頂大道2段497號2樓-5,0.0,其他,,,1011113,土地0建物1車位0,二層,13,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0980729,53.620000000000005,1,1,1,有,有,有,18000,336,,0.0,0,,RPQRMLLLJIHFFCA27CC
中山區,建物,台北市中山區新生北路2段121號2樓-1,0.0,住,,,1011111,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690325,72.72,2,1,1,有,無,有,28000,385,,0.0,0,,RPOSMLLLJIHFFCA17CC
中山區,建物,台北市中山區樂群二路109號七樓之1,0.0,商,,,1011106,土地0建物1車位1,七層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971121,263.09000000000003,4,2,3,有,有,有,138961,528,坡道平面,30.82,0,,RPPTMLLLJIHFFCA37CC
中山區,建物,台北市中山區雙城街13巷21號5F,0.0,住,,,1011105,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941207,147.32,3,2,2,有,有,有,60000,407,,0.0,0,,RPUTMLLLJIHFFCA87CC
內湖區,建物,台北市內湖區南京東路6段451巷57號6樓之11,8.0,其他,,,1011125,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971205,44.44,1,1,1,有,有,有,15000,338,,0.0,0,,RPWTMLLLJIHFFCA08CC
中山區,建物,台北市中山區中山北路一段53巷8號5樓之1,0.0,商,,,1011119,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,49.76,1,1,1,有,有,有,28000,563,,0.0,0,,RPOUMLLLJIHFFCA37CC
中山區,建物,台北市中山區中山北路一段53巷8號5樓之2,0.0,商,,,1011119,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,34.81,1,0,0,有,有,有,20000,575,,0.0,0,,RPPUMLLLJIHFFCA47CC
中山區,建物,台北市中山區林森北路609號8樓,0.0,商,,,1011120,土地0建物1車位0,八層,10,辦公商業大樓,商業用,鋼筋混凝土造,0630409,416.29,8,0,0,有,有,無,110000,264,,0.0,0,,RPQUMLLLJIHFFCA57CC
南港區,房地(土地+建物),台北市南港區南港路一段137巷1號1樓,40.25,商,,,1011205,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105.04,0,0,0,無,無,無,27000,257,,0.0,0,,RPTNMLLLJIHFFDA27CC
信義區,建物,台北市信義區忠孝東路五段457號九樓,0.0,其他,,,1011026,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941006,51.99,2,1,1,有,有,有,30000,577,,0.0,0,,RPOOMLLLJIHFFDA86CC
松山區,建物,台北市松山區民生東路五段１０號,0.0,住,,,1011027,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0630411,124.86,0,0,0,無,無,無,180000,1442,,0.0,0,,RPROMLLLJIHFFDA17CC
信義區,建物,台北市信義區忠孝東路五段149號1F,26.5,住,,,1011120,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.58,1,1,1,有,無,無,210000,2707,,0.0,0,,RPWOMLLLJIHFFDA67CC
信義區,建物,台北市信義區信義路五段7號45樓A室,0.0,其他,,,1011031,土地0建物1車位1,四十五層,101,辦公商業大樓,見其他登記事項,見其他登記事項,0931112,183.37,0,0,0,無,有,無,183750,1002,坡道平面,0.0,0,,RPTQMLLLJIHFFDA57CC
中正區,建物,台北市中正區濟南路二段１５號２樓之３,0.0,住,,,1011028,土地0建物1車位0,二層,11,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0960129,45.95,1,1,1,有,有,有,20000,435,,0.0,0,,RPVOMLLLJIHFFBA37CC
大同區,建物,台北市大同區南京西路41號5樓之5,0.0,商,,,1011029,土地0建物1車位0,五層,13,辦公商業大樓,見其他登記事項,見其他登記事項,0941208,57.709999999999994,0,0,0,無,有,無,30000,520,,0.0,0,,RPOPMLLLJIHFFBA76CC
萬華區,房地(土地+建物),台北市萬華區西藏路218號4樓,44.75,住,,,1011101,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641124,128.51,4,2,2,有,無,有,20000,156,,0.0,0,,RPVNMLLLJIHFFBA37DC
中正區,建物,台北市中正區重慶南路一段57號4樓之11,0.0,,,,1011121,土地0建物1車位0,四層,14,辦公商業大樓,見使用執照,鋼筋混凝土造,0910723,86.8,0,0,0,無,有,無,39000,449,,0.0,0,,RPPQMLLLJIHFFBA07DC
內湖區,房地(土地+建物),台北市內湖區成功路四段61巷12號4樓,155.0,住,,,1011118,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700130,104.55,3,2,2,有,無,有,20000,191,,0.0,0,,RPWRMLLLJIHFFCA97DC
內湖區,房地(土地+建物),台北市內湖區成功路四段61巷12號5樓,155.48,住,,,1011022,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700130,104.55,3,2,2,有,無,有,18000,172,,0.0,0,,RPXRMLLLJIHFFCA08DC
文山區,建物,台北市文山區辛亥路七段６９巷１１號３樓,0.0,住,,,1011028,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,123.14,4,2,2,有,無,無,17000,138,,0.0,0,,RPVNMLLLJIHFFAA17CC
松山區,建物,台北市松山區南京東路五段251巷24弄4號5樓,0.0,住,,,1011121,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670114,133.59,3,2,2,有,有,有,28000,210,,0.0,0,,RPUPMLLLJIHFFDA67DC
士林區,建物,台北市士林區社中街３４６巷４弄１７號５樓,0.0,住,,,1011031,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750726,104.66,3,2,2,有,無,無,13500,129,,0.0,0,,RPXOMLLLJIHFFEA87CC
大安區,建物,台北市大安區忠孝東路4段67之2號,30.88,商,,,1020117,土地0建物1車位0,三層,12,辦公商業大樓,住家用,鋼筋混凝土造,,256.3,0,0,0,無,無,無,125000,488,,0.0,0,,RPTNMLLLJIHFFFA47CC
大安區,建物,台北市大安區復興南路一段259號十三樓,0.0,其他,,,1011030,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.84,4,2,2,有,有,有,43000,285,,0.0,0,,RPQOMLLLJIHFFFA27CC
大安區,建物,台北市大安區大安路二段132巷35弄8號2樓,0.0,住,,,1011121,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,加強磚造,,100.39,3,2,2,有,有,有,29000,289,,0.0,0,,RPXOMLLLJIHFFFA97CC
大安區,建物,台北市大安區青田街2巷16號6樓,0.0,住,,,1011116,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970107,49.46,2,1,1,有,無,有,29000,586,,0.0,0,,RPPPMLLLJIHFFFA27CC
大安區,建物,台北市大安區麗水街30-1號2樓,0.0,住,,,1011116,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000322,130.29,0,0,1,無,有,有,49000,376,,0.0,0,,RPQPMLLLJIHFFFA37CC
大安區,建物,台北市大安區金山南路二段101巷1號3樓,0.0,,,,1011116,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0550510,103.56,3,2,1,有,無,有,25000,241,,0.0,0,,RPROMLMLJIHFFFA47CC
士林區,房地(土地+建物),台北市士林區延平北路五段211號,35.1,商,,,1011108,土地3建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0680912,93.46,1,1,1,有,無,無,55000,588,,0.0,0,,RPTNMLMLJIHFFEA47CC
士林區,房地(土地+建物)+車位,台北市士林區中山北路六段441巷38號1樓,71.2,住,,,1011119,土地1建物1車位1,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840704,129.35,4,2,2,有,無,有,45000,348,升降機械,0.0,0,,RPPOMLMLJIHFFEA17CC
松山區,房地(土地+建物),台北市松山區復興北路313巷23號1樓,50.61,住,,,1011105,土地2建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,0720519,147.55,0,0,0,無,無,有,72000,488,,0.0,0,,RPPQMLMLJIHFFDA37DC
中正區,建物,台北市中正區羅斯福路二段70號6樓之7,0.0,商,,,1011121,土地0建物1車位0,六層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,0780701,52.77,1,1,1,有,有,有,17000,322,,0.0,0,,RPPNMLMLJIHFFAA66CC
文山區,建物,台北市文山區興隆路一段88號3樓,0.0,住,,,1011112,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,96.09,3,2,1,有,無,有,18000,187,,0.0,0,,RPUOMLMLJIHFFAA27CC
文山區,建物,台北市文山區景文街1號6樓、6樓之1、6樓之2,0.0,商,,,1011119,土地0建物3車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931105,282.04,0,0,0,無,有,無,77778,276,,0.0,0,,RPTPMLMLJIHFFAA27CC
中正區,建物,台北市中正區忠孝西路一段66號23樓,0.0,商,,,1011102,土地0建物3車位3,二十三層,50,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0821221,4570.97,0,0,0,無,有,無,2765460,605,坡道平面,0.0,0,,RPOOMLMLJIHFFBA86DC
信義區,房地(土地+建物),台北市松山區松勤街9號14樓之3,6.18,其他,,,1011120,土地1建物1車位0,十四層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0961225,49.67,1,1,1,有,有,有,30000,604,,0.0,0,,RPRNMLMLJIHFFDA17CC
信義區,建物,台北市信義區基隆路一段141號12樓之5,0.0,其他,,,1011105,土地0建物1車位0,十二層,13,其他,住家用,見其他登記事項,0950126,221.26,4,1,2,有,有,有,66000,298,,0.0,0,,RPQQMLMLJIHFFDA37CC
南港區,房地(土地+建物),台北市南港區興中路68巷5號4F,0.0,商,,,1011119,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,86.52,2,2,1,有,無,無,15000,173,,0.0,0,,RPORMLMLJIHFFDA27CC
內湖區,房地(土地+建物)+車位,台北市內湖區洲子街107號5樓,650.92,工,,,1011017,土地1建物1車位4,五層,11,廠辦,見其他登記事項,鋼筋混凝土造,1010104,650.92,0,0,0,無,有,無,287436,478,坡道平面,79.44,14000,,RPXNMLMLJIHFFCA67CC
中山區,建物,台北市中山區伊通街33號,0.0,其他,,,1011026,土地0建物1車位0,一層,13,辦公商業大樓,商業用,鋼筋混凝土造,0851004,206.05,1,0,1,有,有,有,145000,704,,0.0,0,此建物謄本內尚有其他公設為車位，此租賃物件不包含車位出租，故未載明於建物清冊內。,RPUPMLMLJIHFFCA57CC
中山區,建物,台北市中山區錦州街326號三樓,0.0,住,,,1011120,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591127,107.42,3,2,1,有,無,無,23000,214,,0.0,0,,RPVPMLMLJIHFFCA67CC
內湖區,建物,台北市內湖區環山路二段133號3樓,33.18,住,,,1011121,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860807,121.96000000000001,3,2,2,有,有,無,27000,221,,0.0,0,,RPWOMLNLJIHFFCA77CC
中山區,建物,台北市中山區民權東路三段58號五樓,0.0,商,,,1011115,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0731109,77.57,1,1,0,有,有,無,28000,361,,0.0,0,,RPPPMLNLJIHFFCA17CC
中山區,建物,台北市中山區敬業二路69巷59號7樓之5,14.16,商,,,1011101,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0961218,58.510000000000005,1,1,1,有,有,有,27500,470,,0.0,0,,RPTQMLNLJIHFFCA67CC
中山區,建物,台北市中山區伊通街46號1、2樓,0.0,住,,,1011113,土地0建物1車位0,二層,2,店面(店鋪),,加強磚造,,117.16,0,0,0,無,無,無,82000,700,,0.0,0,1-2層,RPOSMLNLJIHFFCA37CC
內湖區,建物,台北市內湖區東湖路43巷29號12樓,0.0,,,,1011117,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801204,97.57,4,2,2,有,有,有,30000,307,坡道機械,0.0,0,,RPWSMLNLJIHFFCA18CC
中山區,建物,台北市中山區民權東路三段58號五樓之8,0.0,商,,,1011008,土地0建物1車位0,五層,15,辦公商業大樓,住家用,鋼筋混凝土造,0711029,76.52,1,1,0,有,無,有,26000,340,,0.0,0,,RPPTMLNLJIHFFCA57CC
中山區,建物,台北市中山區長安東路二段178-5號5樓之2,0.0,商,,,1011109,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0720406,134.06,3,1,1,有,有,有,40000,298,,0.0,0,,RPTTMLNLJIHFFCA97CC
松山區,建物,台北市松山區南京東路五段202號3樓3,0.0,商,,,1011023,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0700331,138.39000000000001,0,0,0,無,有,無,35000,253,,0.0,0,,RPSNMLNLJIHFFDA37CC
松山區,建物,台北市松山區南京東路五段316號三樓之2,0.0,商,,,1011115,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0780621,113.16,2,2,2,有,有,無,23100,204,,0.0,0,,RPUNMLNLJIHFFDA57CC
南港區,房地(土地+建物),台北市南港區興華路30巷14號4樓,21.65,住,,,1011119,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790109,113.77,3,1,2,有,有,有,20000,176,,0.0,0,,RPSOMLNLJIHFFDA47CC
中正區,建物,台北市中正區杭州南路一段125號四樓,0.0,住,,,1011101,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850815,62.21,0,0,0,無,無,有,16500,265,,0.0,0,,RPPOMLNLJIHFFBA96CC
大同區,建物,台北市大同區華陰街91號6F-2,0.0,,,,1011120,土地0建物1車位0,六層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1001205,88.66,0,0,0,無,無,有,34000,383,,0.0,0,,RPRNMLNLJIHFFBA17DC
中山區,建物,台北市中山區建國北路二段84號2樓,0.0,,,,1011122,土地0建物1車位0,二層,12,辦公商業大樓,商業用,鋼筋混凝土造,0740121,171.81,4,1,2,有,有,有,62000,361,,0.0,0,,RPOOMLNLJIHFFCA07DC
中正區,建物,台北市中正區重慶南路三段27項17號5F,27.25,,,,1011121,土地0建物0車位0,五層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,33.05,1,0,1,有,無,無,8000,242,,0.0,0,,RPUNMLNLJIHFFAA27CC
文山區,房地(土地+建物),台北市文山區興隆路二段22巷9弄16號5樓,0.0,住,,,1011201,土地2建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820216,111.57,3,2,2,有,無,無,22000,197,,0.0,0,,RPPOMLNLJIHFFAA86CC
信義區,建物,台北市信義區忠孝東路五段258號1樓,14.15,商,,,1011119,土地0建物1車位0,一層,11,店面(店鋪),見其他登記事項,鋼筋混凝土造,0930930,61.57,0,0,0,無,有,無,85000,1381,,0.0,0,,RPQQMLNLJIHFFDA57DC
士林區,建物,台北市士林區忠誠路2段21巷8號2樓,0.0,住,,,1011201,土地0建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991231,186.13,3,2,2,有,有,有,90000,484,坡道平面,0.0,0,,RPROMLNLJIHFFEA47CC
大安區,建物,台北市大安區安和路一段127巷21號1樓，2樓,535.0,住,,,1011113,土地0建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690913,427.05,5,3,4,有,無,有,170000,398,,0.0,0,,RPPNMLPLJIHFFFA47CC
松山區,建物,台北市松山區復興北路427巷25號9F,0.0,住,,,1011101,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971013,39.67,1,1,1,有,有,有,18000,454,,0.0,0,,RPPNMLPLJIHFFDA27CC
中山區,建物,台北市中山區新生北路二段76號2F-10,0.0,商,,,1011101,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970925,26.43,1,1,1,有,無,有,16000,605,,0.0,0,,RPPNMLPLJIHFFCA17CC
中山區,建物,台北市中山區雙城街19巷8號13F-9,0.0,商,,,1011104,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,43.330000000000005,1,1,1,有,有,有,22000,508,,0.0,0,,RPQNMLPLJIHFFCA27CC
中山區,建物,台北市中山區民生東路一段26號3F-2,0.0,商,,,1011105,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0951012,38.28,1,1,1,有,有,有,25000,653,,0.0,0,,RPRNMLPLJIHFFCA37CC
中山區,建物,台北市中山區林森北路119巷20號5F-6,0.0,商,,,1011111,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950818,21.83,1,1,1,有,有,有,14000,641,,0.0,0,,RPSNMLPLJIHFFCA47CC
中山區,建物,台北市中山區雙城街19巷8號5F-9,0.0,商,,,1011113,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,34.0,1,1,1,有,有,有,18000,529,,0.0,0,,RPTNMLPLJIHFFCA57CC
中山區,建物,台北市中山區林森北路483號4F-4,0.0,商,,,1011116,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920122,57.97,1,1,1,有,有,有,21500,371,,0.0,0,,RPUNMLPLJIHFFCA67CC
